trip_id,trip_date,contractor_id,contractor_name,trip_status,scheduled_pickup,actual_pickup,pickup_delay_minutes,valid_pickup,on_time_flag,late_flag,early_flag,cancelled_flag,completed_flag,passenger_count,distance_miles,missing_actual_pickup,missing_actual_dropoff,missing_driver,missing_vehicle
180,2026-06-26,2,Keystone Mobility,Completed,2026-06-26 12:00:00,2026-06-26 11:50:00,-10,1,0,0,1,0,1,31,26.0,0,0,0,0
181,2026-07-31,2,Keystone Mobility,Completed,2026-07-31 16:15:00,2026-07-31 16:22:00,7,1,1,0,0,0,1,43,10.7,0,0,0,0
182,2026-07-23,6,Regional Access Transit,Cancelled,2026-07-23 05:00:00,,,0,,,,1,0,19,30.7,1,1,0,0
183,2026-08-22,6,Regional Access Transit,Completed,2026-08-22 18:45:00,2026-08-22 18:41:00,-4,1,1,0,0,0,1,23,24.7,0,0,0,0
184,2026-08-17,5,CityRide Partners,Completed,2026-08-17 14:10:00,2026-08-17 14:06:00,-4,1,1,0,0,0,1,15,38.0,0,0,0,0
185,2026-08-16,7,Independence Transportation,Completed,2026-08-16 15:15:00,2026-08-16 15:22:00,7,1,1,0,0,0,1,43,23.6,0,0,0,0
186,2026-07-31,7,Independence Transportation,Completed,2026-07-31 21:30:00,2026-07-31 21:21:00,-9,1,0,0,1,0,1,11,39.9,0,0,0,0
187,2026-08-23,3,Delaware Valley Transport,Completed,2026-08-23 12:40:00,2026-08-23 12:47:00,7,1,1,0,0,0,1,37,25.4,0,0,0,0
188,2026-06-10,5,CityRide Partners,Completed,2026-06-10 11:10:00,2026-06-10 11:29:00,19,1,0,1,0,0,1,29,8.2,0,0,0,0
189,2026-08-31,7,Independence Transportation,Completed,2026-08-31 07:50:00,2026-08-31 07:55:00,5,1,1,0,0,0,1,48,33.3,0,0,0,1
190,2026-08-18,2,Keystone Mobility,No Show,2026-08-18 18:45:00,,,0,,,,0,0,23,40.0,1,1,0,0
191,2026-08-07,3,Delaware Valley Transport,Completed,2026-08-07 05:00:00,2026-08-07 05:30:00,30,1,0,1,0,0,1,19,40.0,0,0,0,0
192,2026-09-02,4,MetroLink Operations,Cancelled,2026-09-02 21:40:00,,,0,,,,1,0,48,9.9,1,1,0,0
193,2026-07-22,7,Independence Transportation,Completed,2026-07-22 12:20:00,2026-07-22 12:31:00,11,1,1,0,0,0,1,38,41.8,0,0,0,0
194,2026-06-14,6,Regional Access Transit,Completed,2026-06-14 06:10:00,2026-06-14 06:06:00,-4,1,1,0,0,0,1,42,23.1,0,0,0,0
195,2026-08-17,5,CityRide Partners,Completed,2026-08-17 18:10:00,2026-08-17 18:21:00,11,1,1,0,0,0,1,22,30.3,0,0,0,0
196,2026-06-21,3,Delaware Valley Transport,Completed,2026-06-21 20:20:00,2026-06-21 20:36:00,16,1,0,1,0,0,1,32,5.5,0,0,0,0
197,2026-06-13,6,Regional Access Transit,Completed,2026-06-13 12:50:00,2026-06-13 13:05:00,15,1,1,0,0,0,1,48,37.7,0,0,0,0
198,2026-06-18,1,Liberty Transit Services,No Show,2026-06-18 15:40:00,,,0,,,,0,0,7,18.3,1,1,0,0
199,2026-07-05,4,MetroLink Operations,Completed,2026-07-05 20:45:00,2026-07-05 20:43:00,-2,1,1,0,0,0,1,11,26.6,0,0,0,0
200,2026-07-16,7,Independence Transportation,Completed,2026-07-16 09:50:00,2026-07-16 09:50:00,0,1,1,0,0,0,1,36,11.3,0,0,0,0
201,2026-07-14,6,Regional Access Transit,Completed,2026-07-14 21:10:00,2026-07-14 21:37:00,27,1,0,1,0,0,1,39,4.7,0,0,0,0
202,2026-06-21,6,Regional Access Transit,Completed,2026-06-21 20:50:00,2026-06-21 21:07:00,17,1,0,1,0,0,1,29,20.0,0,0,0,0
203,2026-07-28,5,CityRide Partners,Completed,2026-07-28 20:50:00,2026-07-28 21:01:00,11,1,1,0,0,0,1,38,40.5,0,0,0,0
204,2026-07-09,6,Regional Access Transit,Completed,2026-07-09 11:50:00,2026-07-09 12:00:00,10,1,1,0,0,0,1,48,28.5,0,0,0,0
205,2026-07-14,1,Liberty Transit Services,Completed,2026-07-14 14:40:00,2026-07-14 14:31:00,-9,1,0,0,1,0,1,12,7.3,0,0,0,0
206,2026-07-21,7,Independence Transportation,Completed,2026-07-21 19:20:00,2026-07-21 19:09:00,-11,1,0,0,1,0,1,32,7.8,0,0,0,0
207,2026-06-01,4,MetroLink Operations,Completed,2026-06-01 06:45:00,2026-06-01 06:41:00,-4,1,1,0,0,0,1,38,37.4,0,0,0,0
208,2026-07-20,5,CityRide Partners,No Show,2026-07-20 12:30:00,,,0,,,,0,0,38,30.2,1,1,0,0
209,2026-08-05,6,Regional Access Transit,Completed,2026-08-05 15:20:00,2026-08-05 15:19:00,-1,1,1,0,0,0,1,20,30.6,0,0,0,0
210,2026-07-16,7,Independence Transportation,Completed,2026-07-16 18:30:00,2026-07-16 18:12:00,-18,1,0,0,1,0,1,10,41.3,0,0,0,0
211,2026-07-03,6,Regional Access Transit,Completed,2026-07-03 06:30:00,2026-07-03 06:52:00,22,1,0,1,0,0,1,15,22.7,0,0,0,0
212,2026-08-29,7,Independence Transportation,Completed,2026-08-29 06:45:00,2026-08-29 06:37:00,-8,1,0,0,1,0,1,45,30.5,0,0,1,0
213,2026-08-15,3,Delaware Valley Transport,Completed,2026-08-15 11:20:00,2026-08-15 11:31:00,11,1,1,0,0,0,1,37,35.9,0,0,0,0
214,2026-07-13,1,Liberty Transit Services,Cancelled,2026-07-13 09:00:00,,,0,,,,1,0,42,14.4,1,1,0,0
215,2026-08-13,7,Independence Transportation,Completed,2026-08-13 07:40:00,2026-08-13 07:51:00,11,1,1,0,0,0,1,14,37.4,0,0,0,0
216,2026-07-13,6,Regional Access Transit,No Show,2026-07-13 16:30:00,,,0,,,,0,0,41,2.8,1,1,0,0
217,2026-07-15,6,Regional Access Transit,Completed,2026-07-15 12:20:00,2026-07-15 12:16:00,-4,1,1,0,0,0,1,23,22.8,0,0,0,0
218,2026-07-28,5,CityRide Partners,Completed,2026-07-28 06:30:00,2026-07-28 06:49:00,19,1,0,1,0,0,1,13,29.0,0,0,0,0
219,2026-06-28,7,Independence Transportation,Completed,2026-06-28 08:20:00,2026-06-28 08:17:00,-3,1,1,0,0,0,1,16,24.5,0,0,0,0
220,2026-06-30,5,CityRide Partners,Completed,2026-06-30 18:45:00,,,0,,,,0,1,4,32.4,1,0,1,0
221,2026-06-06,5,CityRide Partners,Completed,2026-06-06 16:10:00,2026-06-06 16:00:00,-10,1,0,0,1,0,1,8,32.0,0,0,0,0
222,2026-08-09,7,Independence Transportation,No Show,2026-08-09 09:30:00,,,0,,,,0,0,38,18.1,1,1,0,1
223,2026-06-11,5,CityRide Partners,Completed,2026-06-11 11:40:00,2026-06-11 12:04:00,24,1,0,1,0,0,1,36,36.2,0,0,0,0
224,2026-08-10,7,Independence Transportation,Completed,2026-08-10 07:30:00,2026-08-10 07:33:00,3,1,1,0,0,0,1,20,21.7,0,0,0,0
225,2026-08-18,3,Delaware Valley Transport,No Show,2026-08-18 09:40:00,,,0,,,,0,0,45,31.7,1,1,0,0
226,2026-07-06,4,MetroLink Operations,Completed,2026-07-06 09:40:00,2026-07-06 09:40:00,0,1,1,0,0,0,1,8,37.7,0,0,0,0
227,2026-07-04,2,Keystone Mobility,Completed,2026-07-04 07:00:00,2026-07-04 07:18:00,18,1,0,1,0,0,1,23,18.0,0,0,0,0
228,2026-08-15,7,Independence Transportation,Completed,2026-08-15 09:50:00,2026-08-15 10:00:00,10,1,1,0,0,0,1,10,9.6,0,0,0,0
229,2026-08-24,5,CityRide Partners,Completed,2026-08-24 20:40:00,2026-08-24 20:57:00,17,1,0,1,0,0,1,2,4.1,0,0,0,0
230,2026-07-12,6,Regional Access Transit,Completed,2026-07-12 21:30:00,2026-07-12 21:40:00,10,1,1,0,0,0,1,14,22.9,0,0,0,0
231,2026-07-15,3,Delaware Valley Transport,Cancelled,2026-07-15 20:00:00,,,0,,,,1,0,17,10.9,1,1,0,0
232,2026-06-21,2,Keystone Mobility,Completed,2026-06-21 08:20:00,2026-06-21 08:12:00,-8,1,0,0,1,0,1,36,25.9,0,0,0,0
233,2026-08-20,2,Keystone Mobility,Completed,2026-08-20 06:15:00,2026-08-20 06:13:00,-2,1,1,0,0,0,1,18,39.9,0,0,0,0
234,2026-07-28,2,Keystone Mobility,Completed,2026-07-28 20:15:00,2026-07-28 20:31:00,16,1,0,1,0,0,1,29,26.1,0,0,0,0
235,2026-06-30,1,Liberty Transit Services,Completed,2026-06-30 17:15:00,2026-06-30 17:40:00,25,1,0,1,0,0,1,2,37.2,0,0,0,0
236,2026-08-04,5,CityRide Partners,Cancelled,2026-08-04 07:50:00,,,0,,,,1,0,41,19.5,1,1,0,0
237,2026-07-18,4,MetroLink Operations,Cancelled,2026-07-18 21:45:00,,,0,,,,1,0,48,35.6,1,1,0,0
238,2026-06-13,5,CityRide Partners,Completed,2026-06-13 09:30:00,2026-06-13 09:38:00,8,1,1,0,0,0,1,0,17.3,0,0,0,0
239,2026-08-28,2,Keystone Mobility,Completed,2026-08-28 18:40:00,2026-08-28 18:49:00,9,1,1,0,0,0,1,25,32.3,0,0,0,0
240,2026-08-10,4,MetroLink Operations,Completed,2026-08-10 10:40:00,2026-08-10 10:42:00,2,1,1,0,0,0,1,44,40.0,0,0,0,0
241,2026-06-28,1,Liberty Transit Services,Completed,2026-06-28 17:40:00,2026-06-28 17:52:00,12,1,1,0,0,0,1,38,19.7,0,0,0,0
242,2026-07-04,1,Liberty Transit Services,Completed,2026-07-04 16:10:00,2026-07-04 16:41:00,31,1,0,1,0,0,1,42,39.3,0,0,0,0
243,2026-07-07,5,CityRide Partners,Completed,2026-07-07 06:20:00,2026-07-07 06:20:00,0,1,1,0,0,0,1,22,29.0,0,0,0,0
244,2026-08-15,4,MetroLink Operations,Cancelled,2026-08-15 21:00:00,,,0,,,,1,0,37,16.2,1,1,0,0
245,2026-07-06,7,Independence Transportation,Completed,2026-07-06 11:50:00,2026-07-06 12:08:00,18,1,0,1,0,0,1,34,34.6,0,0,0,0
246,2026-07-03,5,CityRide Partners,Completed,2026-07-03 17:50:00,2026-07-03 18:03:00,13,1,1,0,0,0,1,40,33.7,0,0,0,0
247,2026-08-26,2,Keystone Mobility,Completed,2026-08-26 15:45:00,2026-08-26 15:42:00,-3,1,1,0,0,0,1,20,16.5,0,0,0,0
248,2026-07-05,5,CityRide Partners,Completed,2026-07-05 11:50:00,2026-07-05 11:37:00,-13,1,0,0,1,0,1,6,7.2,0,0,0,0
249,2026-08-26,1,Liberty Transit Services,Completed,2026-08-26 05:00:00,2026-08-26 04:59:00,-1,1,1,0,0,0,1,17,18.2,0,0,0,0
250,2026-08-13,7,Independence Transportation,Cancelled,2026-08-13 06:45:00,,,0,,,,1,0,11,20.6,1,1,0,0
251,2026-08-29,1,Liberty Transit Services,Completed,2026-08-29 19:40:00,2026-08-29 19:43:00,3,1,1,0,0,0,1,17,21.1,0,0,0,0
252,2026-07-14,5,CityRide Partners,Completed,2026-07-14 10:50:00,2026-07-14 11:01:00,11,1,1,0,0,0,1,15,24.4,0,0,0,0
253,2026-07-19,7,Independence Transportation,Completed,2026-07-19 09:15:00,2026-07-19 09:29:00,14,1,1,0,0,0,1,31,14.4,0,0,0,0
254,2026-08-12,5,CityRide Partners,Completed,2026-08-12 17:10:00,2026-08-12 17:18:00,8,1,1,0,0,0,1,16,16.1,0,0,0,0
255,2026-06-16,4,MetroLink Operations,Completed,2026-06-16 11:15:00,2026-06-16 11:13:00,-2,1,1,0,0,0,1,40,40.3,0,0,0,0
256,2026-06-22,7,Independence Transportation,Completed,2026-06-22 18:45:00,2026-06-22 18:49:00,4,1,1,0,0,0,1,23,32.0,0,0,0,0
257,2026-07-28,5,CityRide Partners,Completed,2026-07-28 10:15:00,2026-07-28 10:06:00,-9,1,0,0,1,0,1,6,5.0,0,0,0,0
258,2026-08-10,4,MetroLink Operations,Completed,2026-08-10 05:45:00,2026-08-10 05:38:00,-7,1,0,0,1,0,1,28,27.2,0,0,0,0
259,2026-08-07,2,Keystone Mobility,Completed,2026-08-07 05:00:00,2026-08-07 04:46:00,-14,1,0,0,1,0,1,44,23.8,0,0,0,0
260,2026-08-16,5,CityRide Partners,Completed,2026-08-16 18:30:00,2026-08-16 18:37:00,7,1,1,0,0,0,1,8,16.1,0,0,0,0
261,2026-08-08,4,MetroLink Operations,Completed,2026-08-08 20:50:00,2026-08-08 21:09:00,19,1,0,1,0,0,1,35,19.8,0,0,0,0
262,2026-06-21,2,Keystone Mobility,Completed,2026-06-21 17:20:00,2026-06-21 17:33:00,13,1,1,0,0,0,1,40,20.5,0,0,0,0
263,2026-07-05,4,MetroLink Operations,Completed,2026-07-05 11:40:00,2026-07-05 11:35:00,-5,1,1,0,0,0,1,0,11.7,0,0,0,0
264,2026-06-02,2,Keystone Mobility,Completed,2026-06-02 11:40:00,2026-06-02 11:36:00,-4,1,1,0,0,0,1,4,24.0,0,0,0,0
265,2026-06-25,2,Keystone Mobility,No Show,2026-06-25 17:00:00,,,0,,,,0,0,47,41.8,1,1,0,0
266,2026-07-29,2,Keystone Mobility,Completed,2026-07-29 21:20:00,2026-07-29 21:50:00,30,1,0,1,0,0,1,40,14.3,0,0,0,0
267,2026-06-07,3,Delaware Valley Transport,Completed,2026-06-07 08:20:00,2026-06-07 08:29:00,9,1,1,0,0,0,1,5,12.3,0,0,0,0
268,2026-06-12,4,MetroLink Operations,Completed,2026-06-12 06:00:00,2026-06-12 06:42:00,42,1,0,1,0,0,1,28,31.5,0,0,0,0
269,2026-08-28,1,Liberty Transit Services,Cancelled,2026-08-28 16:15:00,,,0,,,,1,0,31,10.0,1,1,0,0
270,2026-08-09,2,Keystone Mobility,Completed,2026-08-09 15:50:00,2026-08-09 15:55:00,5,1,1,0,0,0,1,32,17.5,0,0,0,0
271,2026-06-03,2,Keystone Mobility,Completed,2026-06-03 12:40:00,2026-06-03 12:58:00,18,1,0,1,0,0,1,26,27.8,0,0,0,0
272,2026-06-13,1,Liberty Transit Services,Completed,2026-06-13 07:00:00,2026-06-13 07:26:00,26,1,0,1,0,0,1,44,25.8,0,0,0,0
273,2026-07-17,1,Liberty Transit Services,Completed,2026-07-17 07:00:00,2026-07-17 07:12:00,12,1,1,0,0,0,1,23,33.9,0,0,0,0
274,2026-08-18,1,Liberty Transit Services,Completed,2026-08-18 21:00:00,2026-08-18 21:06:00,6,1,1,0,0,0,1,36,27.2,0,0,0,0
275,2026-08-11,2,Keystone Mobility,Completed,2026-08-11 08:40:00,2026-08-11 08:32:00,-8,1,0,0,1,0,1,34,41.9,0,0,0,0
276,2026-07-16,4,MetroLink Operations,Completed,2026-07-16 15:40:00,2026-07-16 15:53:00,13,1,1,0,0,0,1,25,2.5,0,0,0,0
277,2026-07-07,1,Liberty Transit Services,Completed,2026-07-07 21:15:00,2026-07-07 21:45:00,30,1,0,1,0,0,1,36,39.1,0,0,0,0
278,2026-06-13,2,Keystone Mobility,Completed,2026-06-13 19:40:00,2026-06-13 19:59:00,19,1,0,1,0,0,1,30,9.3,0,0,0,0
279,2026-08-28,7,Independence Transportation,Completed,2026-08-28 14:00:00,2026-08-28 14:15:00,15,1,1,0,0,0,1,14,32.0,0,0,0,0
280,2026-08-17,7,Independence Transportation,Completed,2026-08-17 17:00:00,2026-08-17 17:19:00,19,1,0,1,0,0,1,36,22.4,0,0,0,0
281,2026-07-26,2,Keystone Mobility,Completed,2026-07-26 17:15:00,2026-07-26 17:39:00,24,1,0,1,0,0,1,8,32.6,0,0,0,0
282,2026-08-11,4,MetroLink Operations,Completed,2026-08-11 20:45:00,2026-08-11 20:35:00,-10,1,0,0,1,0,1,23,16.3,0,0,0,0
283,2026-07-15,3,Delaware Valley Transport,Completed,2026-07-15 14:15:00,2026-07-15 14:31:00,16,1,0,1,0,0,1,48,31.3,0,0,0,0
284,2026-06-15,1,Liberty Transit Services,Completed,2026-06-15 12:15:00,2026-06-15 12:27:00,12,1,1,0,0,0,1,35,21.6,0,0,0,0
285,2026-06-19,6,Regional Access Transit,Completed,2026-06-19 17:00:00,2026-06-19 17:24:00,24,1,0,1,0,0,1,4,17.9,0,0,0,0
286,2026-08-24,3,Delaware Valley Transport,Completed,2026-08-24 08:00:00,2026-08-24 08:01:00,1,1,1,0,0,0,1,11,10.4,0,0,0,0
287,2026-08-11,4,MetroLink Operations,Completed,2026-08-11 06:20:00,2026-08-11 06:02:00,-18,1,0,0,1,0,1,32,13.4,0,0,0,0
288,2026-08-20,1,Liberty Transit Services,Cancelled,2026-08-20 17:00:00,,,0,,,,1,0,8,6.0,1,1,0,0
289,2026-08-06,4,MetroLink Operations,Completed,2026-08-06 18:20:00,2026-08-06 18:18:00,-2,1,1,0,0,0,1,45,38.0,0,0,0,0
290,2026-07-26,2,Keystone Mobility,Completed,2026-07-26 10:40:00,2026-07-26 10:34:00,-6,1,0,0,1,0,1,26,40.5,0,0,0,0
291,2026-07-27,3,Delaware Valley Transport,Completed,2026-07-27 09:20:00,2026-07-27 09:20:00,0,1,1,0,0,0,1,30,7.8,0,0,0,0
292,2026-08-17,7,Independence Transportation,Completed,2026-08-17 16:15:00,2026-08-17 16:18:00,3,1,1,0,0,0,1,14,31.8,0,0,0,0
293,2026-06-27,2,Keystone Mobility,Completed,2026-06-27 10:50:00,2026-06-27 10:39:00,-11,1,0,0,1,0,1,36,26.0,0,0,0,0
294,2026-08-22,5,CityRide Partners,Completed,2026-08-22 21:10:00,2026-08-22 21:03:00,-7,1,0,0,1,0,1,40,40.5,0,0,0,0
295,2026-07-08,2,Keystone Mobility,Completed,2026-07-08 17:30:00,2026-07-08 17:31:00,1,1,1,0,0,0,1,11,33.3,0,0,0,0
296,2026-08-09,6,Regional Access Transit,Completed,2026-08-09 17:45:00,2026-08-09 17:52:00,7,1,1,0,0,0,1,20,29.8,0,0,0,0
297,2026-06-21,6,Regional Access Transit,Completed,2026-06-21 07:10:00,2026-06-21 07:12:00,2,1,1,0,0,0,1,21,24.8,0,0,0,0
298,2026-06-20,6,Regional Access Transit,Completed,2026-06-20 09:15:00,2026-06-20 09:18:00,3,1,1,0,0,0,1,48,12.5,0,1,0,0
299,2026-08-03,4,MetroLink Operations,Completed,2026-08-03 05:50:00,2026-08-03 05:50:00,0,1,1,0,0,0,1,13,4.4,0,0,0,0
300,2026-06-08,2,Keystone Mobility,Completed,2026-06-08 06:15:00,2026-06-08 06:17:00,2,1,1,0,0,0,1,43,13.7,0,0,0,0
301,2026-08-28,6,Regional Access Transit,Completed,2026-08-28 19:40:00,2026-08-28 20:01:00,21,1,0,1,0,0,1,7,29.9,0,0,0,0
302,2026-07-13,3,Delaware Valley Transport,Completed,2026-07-13 18:20:00,2026-07-13 18:34:00,14,1,1,0,0,0,1,16,23.3,0,0,0,0
303,2026-07-16,5,CityRide Partners,Completed,2026-07-16 20:50:00,2026-07-16 21:01:00,11,1,1,0,0,0,1,39,42.0,0,0,0,0
304,2026-06-06,4,MetroLink Operations,Completed,2026-06-06 16:20:00,2026-06-06 16:28:00,8,1,1,0,0,0,1,7,29.6,0,0,0,0
305,2026-07-21,3,Delaware Valley Transport,Completed,2026-07-21 10:20:00,2026-07-21 10:10:00,-10,1,0,0,1,0,1,26,39.1,0,0,0,0
306,2026-08-06,1,Liberty Transit Services,Completed,2026-08-06 15:00:00,2026-08-06 15:10:00,10,1,1,0,0,0,1,34,35.8,0,0,0,0
307,2026-08-17,5,CityRide Partners,Completed,2026-08-17 10:10:00,2026-08-17 10:27:00,17,1,0,1,0,0,1,7,17.3,0,0,0,0
308,2026-06-26,1,Liberty Transit Services,Cancelled,2026-06-26 19:00:00,,,0,,,,1,0,33,14.8,1,1,0,0
309,2026-06-19,3,Delaware Valley Transport,Completed,2026-06-19 21:15:00,2026-06-19 21:14:00,-1,1,1,0,0,0,1,38,36.9,0,0,0,0
310,2026-07-30,3,Delaware Valley Transport,Completed,2026-07-30 08:30:00,2026-07-30 08:36:00,6,1,1,0,0,0,1,10,13.3,0,0,0,0
311,2026-08-19,1,Liberty Transit Services,Completed,2026-08-19 08:20:00,2026-08-19 08:39:00,19,1,0,1,0,0,1,19,26.7,0,0,0,0
312,2026-08-09,3,Delaware Valley Transport,Completed,2026-08-09 06:15:00,2026-08-09 06:07:00,-8,1,0,0,1,0,1,12,30.7,0,0,0,0
313,2026-08-08,6,Regional Access Transit,Completed,2026-08-08 19:15:00,2026-08-08 19:36:00,21,1,0,1,0,0,1,9,36.5,0,0,0,0
314,2026-07-04,5,CityRide Partners,Completed,2026-07-04 17:15:00,2026-07-04 17:34:00,19,1,0,1,0,0,1,36,7.5,0,0,0,0
315,2026-07-22,1,Liberty Transit Services,Completed,2026-07-22 15:10:00,2026-07-22 15:28:00,18,1,0,1,0,0,1,21,10.7,0,0,0,0
316,2026-08-15,6,Regional Access Transit,Completed,2026-08-15 18:40:00,2026-08-15 18:51:00,11,1,1,0,0,0,1,28,9.5,0,0,0,0
317,2026-06-09,4,MetroLink Operations,Completed,2026-06-09 17:40:00,2026-06-09 17:43:00,3,1,1,0,0,0,1,28,23.5,0,0,0,0
318,2026-08-18,4,MetroLink Operations,Completed,2026-08-18 11:20:00,2026-08-18 11:45:00,25,1,0,1,0,0,1,18,5.0,0,0,0,0
319,2026-06-07,5,CityRide Partners,Completed,2026-06-07 16:10:00,2026-06-07 16:17:00,7,1,1,0,0,0,1,27,24.0,0,0,0,0
320,2026-06-23,6,Regional Access Transit,Completed,2026-06-23 09:20:00,2026-06-23 09:25:00,5,1,1,0,0,0,1,31,28.5,0,0,0,0
321,2026-06-11,2,Keystone Mobility,Completed,2026-06-11 18:50:00,2026-06-11 18:52:00,2,1,1,0,0,0,1,0,25.3,0,0,0,0
322,2026-09-02,7,Independence Transportation,Cancelled,2026-09-02 21:30:00,,,0,,,,1,0,30,30.3,1,1,0,0
323,2026-08-14,1,Liberty Transit Services,No Show,2026-08-14 07:15:00,,,0,,,,0,0,39,6.0,1,1,0,0
324,2026-08-20,4,MetroLink Operations,Completed,2026-08-20 14:00:00,2026-08-20 13:58:00,-2,1,1,0,0,0,1,18,9.1,0,0,0,0
325,2026-08-16,6,Regional Access Transit,Completed,2026-08-16 13:00:00,2026-08-16 13:03:00,3,1,1,0,0,0,1,32,5.5,0,0,0,0
326,2026-07-06,7,Independence Transportation,Completed,2026-07-06 09:30:00,2026-07-06 09:37:00,7,1,1,0,0,0,1,44,11.8,0,0,0,0
327,2026-08-07,2,Keystone Mobility,Completed,2026-08-07 15:10:00,2026-08-07 14:59:00,-11,1,0,0,1,0,1,40,9.1,0,0,0,0
328,2026-09-02,5,CityRide Partners,Completed,2026-09-02 06:30:00,2026-09-02 07:06:00,36,1,0,1,0,0,1,30,12.9,0,0,0,0
329,2026-07-26,5,CityRide Partners,Completed,2026-07-26 14:50:00,2026-07-26 14:49:00,-1,1,1,0,0,0,1,41,36.4,0,0,0,0
330,2026-07-05,3,Delaware Valley Transport,Completed,2026-07-05 08:30:00,2026-07-05 08:49:00,19,1,0,1,0,0,1,0,18.7,0,0,0,0
331,2026-06-14,5,CityRide Partners,Completed,2026-06-14 16:20:00,2026-06-14 16:28:00,8,1,1,0,0,0,1,45,40.3,0,0,0,0
332,2026-08-17,1,Liberty Transit Services,Completed,2026-08-17 17:15:00,2026-08-17 17:04:00,-11,1,0,0,1,0,1,42,32.9,0,0,0,0
333,2026-07-03,3,Delaware Valley Transport,Completed,2026-07-03 07:30:00,2026-07-03 07:15:00,-15,1,0,0,1,0,1,12,26.6,0,0,0,0
334,2026-08-22,2,Keystone Mobility,Completed,2026-08-22 08:15:00,2026-08-22 08:27:00,12,1,1,0,0,0,1,31,8.4,0,0,0,0
335,2026-06-01,6,Regional Access Transit,Completed,2026-06-01 17:30:00,2026-06-01 17:41:00,11,1,1,0,0,0,1,46,33.3,0,0,0,0
336,2026-06-09,7,Independence Transportation,No Show,2026-06-09 12:00:00,,,0,,,,0,0,22,15.7,1,1,0,0
337,2026-07-22,3,Delaware Valley Transport,Completed,2026-07-22 07:40:00,2026-07-22 07:46:00,6,1,1,0,0,0,1,12,14.3,0,0,0,0
338,2026-06-14,4,MetroLink Operations,Completed,2026-06-14 20:10:00,2026-06-14 20:26:00,16,1,0,1,0,0,1,34,27.9,0,0,0,0
339,2026-08-08,4,MetroLink Operations,Completed,2026-08-08 05:00:00,2026-08-08 05:01:00,1,1,1,0,0,0,1,4,4.0,0,0,0,0
340,2026-08-02,2,Keystone Mobility,Completed,2026-08-02 20:00:00,2026-08-02 19:56:00,-4,1,1,0,0,0,1,39,9.2,0,0,0,0
341,2026-06-09,5,CityRide Partners,Completed,2026-06-09 08:50:00,2026-06-09 08:57:00,7,1,1,0,0,0,1,8,15.2,0,0,0,0
342,2026-06-28,7,Independence Transportation,Completed,2026-06-28 10:40:00,2026-06-28 10:35:00,-5,1,1,0,0,0,1,2,7.8,0,0,0,0
343,2026-08-20,7,Independence Transportation,Completed,2026-08-20 10:00:00,2026-08-20 09:59:00,-1,1,1,0,0,0,1,40,13.2,0,0,0,0
344,2026-07-23,4,MetroLink Operations,Completed,2026-07-23 10:00:00,2026-07-23 10:02:00,2,1,1,0,0,0,1,12,7.1,0,0,0,0
345,2026-06-13,5,CityRide Partners,Completed,2026-06-13 21:20:00,2026-06-13 21:43:00,23,1,0,1,0,0,1,2,4.6,0,0,0,0
346,2026-07-07,3,Delaware Valley Transport,Completed,2026-07-07 18:30:00,2026-07-07 18:58:00,28,1,0,1,0,0,1,31,22.8,0,0,0,0
347,2026-07-01,1,Liberty Transit Services,Completed,2026-07-01 15:45:00,2026-07-01 16:10:00,25,1,0,1,0,0,1,30,25.6,0,0,0,0
348,2026-07-26,1,Liberty Transit Services,Completed,2026-07-26 11:50:00,2026-07-26 12:10:00,20,1,0,1,0,0,1,44,25.0,0,0,0,0
349,2026-06-18,3,Delaware Valley Transport,Completed,2026-06-18 19:50:00,2026-06-18 20:03:00,13,1,1,0,0,0,1,14,5.9,0,0,0,0
350,2026-08-06,7,Independence Transportation,Completed,2026-08-06 11:50:00,2026-08-06 11:40:00,-10,1,0,0,1,0,1,9,38.6,0,0,0,0
351,2026-07-24,1,Liberty Transit Services,Completed,2026-07-24 06:50:00,2026-07-24 07:04:00,14,1,1,0,0,0,1,44,31.4,0,0,0,0
352,2026-06-17,2,Keystone Mobility,Completed,2026-06-17 14:20:00,2026-06-17 14:15:00,-5,1,1,0,0,0,1,8,37.0,0,0,0,0
353,2026-06-24,4,MetroLink Operations,Completed,2026-06-24 19:00:00,2026-06-24 19:02:00,2,1,1,0,0,0,1,21,31.6,0,0,0,0
354,2026-08-05,1,Liberty Transit Services,Completed,2026-08-05 06:10:00,2026-08-05 06:01:00,-9,1,0,0,1,0,1,13,8.0,0,0,0,0
355,2026-07-01,3,Delaware Valley Transport,Cancelled,2026-07-01 08:50:00,,,0,,,,1,0,32,29.4,1,1,0,0
356,2026-06-07,3,Delaware Valley Transport,Completed,2026-06-07 16:40:00,2026-06-07 17:01:00,21,1,0,1,0,0,1,44,34.4,0,0,0,0
357,2026-06-25,1,Liberty Transit Services,Cancelled,2026-06-25 07:10:00,,,0,,,,1,0,44,8.3,1,1,0,0
358,2026-06-27,2,Keystone Mobility,No Show,2026-06-27 05:30:00,,,0,,,,0,0,47,28.0,1,1,0,0
359,2026-06-25,3,Delaware Valley Transport,Completed,2026-06-25 05:20:00,2026-06-25 05:03:00,-17,1,0,0,1,0,1,35,20.1,0,0,0,0
360,2026-08-12,3,Delaware Valley Transport,Completed,2026-08-12 14:15:00,2026-08-12 14:14:00,-1,1,1,0,0,0,1,34,13.8,0,0,0,0
